学名,和名,Pdfリンク,開長(mm),分布,食草,メモ
Gonepteryx_cleopatra,クレオパトラヤマキ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-pier 2.pdf,60,南ヨーロッパ～シリア,,ヤマキチョウ属。旧北区のみに分布し、２属？ｳｽｷｼﾛﾁｮｳ属Catopsiliaに近く、新世界のAnteosとは系統的に別。
Anthocaris_belia,モロッコツマキ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-pier 2.pdf,40,北アフリカ～西南ヨーロッパ,Biscutella laevigata,本属は♂の前翅の先端は赤または黄色の小型の蝶。北区には分布するが熱帯にはいない。幼虫の食草は アブラナ科の花穂や蕾。
Anthocaris_scolymus,ツマキチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-pier 2.pdf,44,東アジア,ハタザオ、ダイコン,本属は♂の前翅の先端は赤または黄色の小型の蝶。北区には分布するが熱帯にはいない。幼虫の食草は アブラナ科の花穂や蕾。
Gonepteryx_rhamni,ヤマキチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-pier 2.pdf,60,旧北区,クロツバラ,ドキ（参考文献２①） ヤマキチョウ属。旧北区のみに分布し、２属？ｳｽｷｼﾛﾁｮｳ属Catopsiliaに近く、新世界のAnteosとは系統的に別。
Gonepteryx_amintha,タイワンヤマキ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-pier 2.pdf,60,台湾～中国南部,タイワンクロウメモドキ,ヤマキチョウ属。旧北区のみに分布し、２属？ｳｽｷｼﾛﾁｮｳ属Catopsiliaに近く、新世界のAnteosとは系統的に別。
Anthocaris_cardamines,クモマツマキ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-pier 2.pdf,44,旧北区,ミヤマハタザオ,本属は♂の前翅の先端は赤または黄色の小型の蝶。北区には分布するが熱帯にはいない。幼虫の食草は アブラナ科の花穂や蕾。
Chazara_pieuri,ピューリヒカゲ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-sa 1.pdf,60,欧州,,Chazara属はアフリカ北部、スペイン、フランス西・小アジアのヒカゲ チョウ。低地から２０００mまで、６月以降に出現。二種あり、隠者の ニックネームがある。
Neope_niphonica,サトキマダラヒカゲ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-sa 2.pdf,62,シベリア、サハリン、中国東北,デンツクザサなどのササ,本属はインド～中国大陸、日本にかけて１３種。日本には２種いて、同定には 要注意。
Lethe_sicelis,ヒカゲチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-sa 2.pdf,54,日本,メダケ、ゴキダケ、クマザサなど,本属は多数の種がアジアに広く分布し東南アジアに至る。分布の 中心はヒマラヤ。木陰を好み、夕方に飛び回る。
Erbia_aethiops,アエティオプスベニヒカゲ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-sa.pdf,40,欧州～小アジア,カヤツリグ サ科とイネ科,ベニヒカゲが代表種。環北極の蝶。温帯では高地に生息。一世代1年 のものと2年のものがある。♀は草原の地上に産卵。
Hipparchia_aristaeus,アリスタエウスタカネヒカゲ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-sa.pdf,54,北アフリカ～小アジア,,この属はアフリカ北部から西欧を経てユーラシア中部に分布。岩山 の傾斜地に６，７，８月に出現。
Melanargia_galathes,セイヨウシロヒカゲ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-sa.pdf,52,西ヨーロッパ～北イラン,,Melanargia属は韓国を含むユーラシア大陸からアフリカ北部にまで広く 分布する。海抜０～１５００ｍに６、７月に出現。
Acraea_acrita,ホソバネホソチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-acr 1.pdf,72,Rhodesia～Kenya,,ｱﾌﾘｶを中心にｲﾝﾄﾞ･ｵｰｽﾄﾗﾘｱ区に分布する。大部分の種は深紅に彩られているが死後はあせる。鳥に有毒と思 われ相互に擬態し他科に擬態される。これをミュラー型擬態という。ただい、上記のものは、系統的に近縁のグ ループ内で見られるものでいずれがモデルで擬態者であるのか明らかでないこともあり，これを〈擬態〉と呼ぶべ きかどうかについて疑念が出されている。
Acraea_pharsalu,ファルサルドクチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-acr 1.pdf,95,CentralAfrica,,ｱﾌﾘｶを中心にｲﾝﾄﾞ･ｵｰｽﾄﾗﾘｱ区に分布する。大部分の種は深紅に彩られているが死後はあせる。鳥に有毒と思 われ相互に擬態し他科に擬態される。これをミュラー型擬態という。ただい、上記のものは、系統的に近縁のグ ループ内で見られるものでいずれがモデルで擬態者であるのか明らかでないこともあり，これを〈擬態〉と呼ぶべ きかどうかについて疑念が出されている。
Acraea_atolmis,ヒイロホソチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-acr 1.pdf,56,Rodhesia～Zambia,,ｱﾌﾘｶを中心にｲﾝﾄﾞ･ｵｰｽﾄﾗﾘｱ区に分布する。大部分の種は深紅に彩られているが死後はあせる。鳥に有毒と思 われ相互に擬態し他科に擬態される。これをミュラー型擬態という。ただい、上記のものは、系統的に近縁のグ ループ内で見られるものでいずれがモデルで擬態者であるのか明らかでないこともあり，これを〈擬態〉と呼ぶべ きかどうかについて疑念が出されている。
Acraea_perenna,カエンホソチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-acr 1.pdf,60,Natal～SouthernSomalia,,ｱﾌﾘｶを中心にｲﾝﾄﾞ･ｵｰｽﾄﾗﾘｱ区に分布する。大部分の種は深紅に彩られているが死後はあせる。鳥に有毒と思 われ相互に擬態し他科に擬態される。これをミュラー型擬態という。ただい、上記のものは、系統的に近縁のグ ループ内で見られるものでいずれがモデルで擬態者であるのか明らかでないこともあり，これを〈擬態〉と呼ぶべ きかどうかについて疑念が出されている。
Bematistes_johnstoni,ジョストンホソチョウ♀,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-acr 2.pdf,66,"Kenya,Uganda,Tanzania",,ミュラー型擬態とは，まずい味や毒をもち，同一地域に住むなん種類かの動物が，互いに似通った外見をもって いるものをいう。こうすることで，鳥などの外敵が，彼らをまずい品だと学習するために必要な一種あたりの犠牲 を減らすことができると考えられている。この例は、科の相違する有毒ただし，ミュラー型擬態は系統的に近縁の グループ内で見られることが多いが，上の種は科を異にするマダラとの擬態であり、明らかにミューラー形擬態で その典型ともいえるものである。
Acraea_encedon,エンケドンホソチョウ－Ｋ形,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-acr 2.pdf,70,Kenya,Commelina（ツユクサ,ミュラー型擬態とは，まずい味や毒をもち，同一地域に住むなん種類かの動物が，互いに似通った外見をもって いるものをいう。こうすることで，鳥などの外敵が，彼らをまずい品だと学習するために必要な一種あたりの犠牲 を減らすことができると考えられている。この例は、科の相違する有毒ただし，ミュラー型擬態は系統的に近縁の グループ内で見られることが多いが，上の種は科を異にするマダラとの擬態であり、明らかにミューラー形擬態で その典型ともいえるものである。
Acraea_encedon,エンケドンホソチョウ－Ｓ形,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-acr 2.pdf,70,Kenya,Commelina（ツユクサ,ミュラー型擬態とは，まずい味や毒をもち，同一地域に住むなん種類かの動物が，互いに似通った外見をもって いるものをいう。こうすることで，鳥などの外敵が，彼らをまずい品だと学習するために必要な一種あたりの犠牲 を減らすことができると考えられている。この例は、科の相違する有毒ただし，ミュラー型擬態は系統的に近縁の グループ内で見られることが多いが，上の種は科を異にするマダラとの擬態であり、明らかにミューラー形擬態で その典型ともいえるものである。
Bematistes_johnstoni,ジョストンホソチョウ♂,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-acr 2.pdf,66,"Kenya,Uganda,Tanzania",,ミュラー型擬態とは，まずい味や毒をもち，同一地域に住むなん種類かの動物が，互いに似通った外見をもって いるものをいう。こうすることで，鳥などの外敵が，彼らをまずい品だと学習するために必要な一種あたりの犠牲 を減らすことができると考えられている。この例は、科の相違する有毒ただし，ミュラー型擬態は系統的に近縁の グループ内で見られることが多いが，上の種は科を異にするマダラとの擬態であり、明らかにミューラー形擬態で その典型ともいえるものである。
Acraea_semivitrea,ガラスホソチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-acr 3.pdf,64,ケニア、ウガンド～ザイール,,ｱﾌﾘｶを中心にｲﾝﾄﾞ･ｵｰｽﾄﾗﾘｱ区に分布する。大部分の種は深紅に彩られているが死後はあせる。鳥に有毒と思 われ相互に擬態し他科に擬態される。これをミュラー型擬態という。ただい、上記のものは、系統的に近縁のグ ループ内で見られるものでいずれがモデルで擬態者であるのか明らかでないこともあり，これを〈擬態〉と呼ぶべ きかどうかについて疑念が出されている。
Bematistes_quadricolor,ヨンショクホソチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-acr 3.pdf,66,ケニア、ウガンド、タンザニア,,ｱﾌﾘｶを中心にｲﾝﾄﾞ･ｵｰｽﾄﾗﾘｱ区に分布する。大部分の種は深紅に彩られているが死後はあせる。鳥に有毒と思 われ相互に擬態し他科に擬態される。これをミュラー型擬態という。ただい、上記のものは、系統的に近縁のグ ループ内で見られるものでいずれがモデルで擬態者であるのか明らかでないこともあり，これを〈擬態〉と呼ぶべ きかどうかについて疑念が出されている。
Bematistes_epaea,ヘンシンホソチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-acr 3.pdf,66,ガンビア、エチオピア、アゴンダ、アンゴラ,,ｱﾌﾘｶを中心にｲﾝﾄﾞ･ｵｰｽﾄﾗﾘｱ区に分布する。大部分の種は深紅に彩られているが死後はあせる。鳥に有毒と思 われ相互に擬態し他科に擬態される。これをミュラー型擬態という。ただい、上記のものは、系統的に近縁のグ ループ内で見られるものでいずれがモデルで擬態者であるのか明らかでないこともあり，これを〈擬態〉と呼ぶべ きかどうかについて疑念が出されている。
Acraea_satis,トウガンホソチョウ♀,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-acr 3.pdf,66,ナタール、モザンビーク、東ローデシアの沿岸,,ｱﾌﾘｶを中心にｲﾝﾄﾞ･ｵｰｽﾄﾗﾘｱ区に分布する。大部分の種は深紅に彩られているが死後はあせる。鳥に有毒と思 われ相互に擬態し他科に擬態される。これをミュラー型擬態という。ただい、上記のものは、系統的に近縁のグ ループ内で見られるものでいずれがモデルで擬態者であるのか明らかでないこともあり，これを〈擬態〉と呼ぶべ きかどうかについて疑念が出されている。
Acraea_horta,ニワノホソチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-acr 4.pdf,64,西部ケープタウン,トケイソウ,ｱﾌﾘｶを中心にｲﾝﾄﾞ･ｵｰｽﾄﾗﾘｱ区に分布する。大部分の種は深紅に彩られているが死後はあせる。上記の種と Acraea_encedonは、食草が筆者に明らかになった。
Pardopsis_punctatissima,プルカドットホソチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-acr 4.pdf,48,全熱帯アフリカの乾燥した草原,Hybanthus,ｱﾌﾘｶを中心にｲﾝﾄﾞ･ｵｰｽﾄﾗﾘｱ区に分布する。大部分の種は深紅に彩られているが死後はあせる。上記の種と Acraea_encedonは、食草が筆者に明らかになった。
Danaus_limniace,アオカバマダラ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-da 1.pdf,105,TropicalAfrica,,ｲﾝﾄﾞ·ｵｰｽﾄﾗﾘｱ地区で多数の種あり。熱帯アフリカ区にも２６種生息。いずれの種も長距離を移動。食草はｶﾞｶﾞｲﾓで鳥に有毒。
Danaus_chrisippus,アフリカカバマダラ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-da 1.pdf,90,TropicalAfrica,トウワタ,ｲﾝﾄﾞ·ｵｰｽﾄﾗﾘｱ地区で多数の種あり。熱帯アフリカ区にも２６種生息。いずれの種も長距離を移動。食草はｶﾞｶﾞｲﾓで鳥に有毒。
Danaus_formosa,シンリンカバマダラ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-da 1.pdf,110,Kenya～Ruanda,,ｲﾝﾄﾞ·ｵｰｽﾄﾗﾘｱ地区で多数の種あり。熱帯アフリカ区にも２６種生息。いずれの種も長距離を移動。食草はｶﾞｶﾞｲﾓで鳥に有毒。
Danaus_formosa,シンリンカバマダラ高地形,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-da 1.pdf,100,ケニア、北タンザニアの高地森林,,ｲﾝﾄﾞ·ｵｰｽﾄﾗﾘｱ地区で多数の種あり。熱帯アフリカ区にも２６種生息。いずれの種も長距離を移動。食草はｶﾞｶﾞｲﾓで鳥に有毒。
Amauris_niverius,シュウドウシマダラ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-da 2.pdf,100,全熱帯アフリカ,,ｲﾝﾄﾞ·ｵｰｽﾄﾗﾘｱ地区で多数の種あり。熱帯アフリカ区にも２６種生息。いずれの種も長距離を移動。食草はｶﾞｶﾞｲﾓで鳥に有毒。
Amauris_albimaculatus,シロウトマダラ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-da 2.pdf,85,南ア～カメルーンの森林,,ｲﾝﾄﾞ·ｵｰｽﾄﾗﾘｱ地区で多数の種あり。熱帯アフリカ区にも２６種生息。いずれの種も長距離を移動。食草はｶﾞｶﾞｲﾓで鳥に有毒。
Abatis_zambesiaca,ザンベスセセリ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-hes 1.pdf,46,TropicalAfrica,,ｱﾌﾘｶのRhodesia～zambiaに生息する属。翅を開いて止まる。
Coeliades_chalibe,アオケイサツカン,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-hes 1.pdf,60,Western·CentralAfrica,,Coeliades属は、ｱﾌﾘｶのアオバセセリ代替属。ｱﾌﾘｶの熱帯の森林に生息。♀は内側の青光りが弱い。
Pyrrhochalcia_iphis,アフリカオセセリ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-hes 1.pdf,70,Gambia～Angola,カシュー（熱帯アメリカ原産ウルシ科の木）,iohisはｱﾌﾘｶ最大のセセリでおそらく世界最大でもあ ろう。ある種の蛾に擬態してゆっくり飛ぶ。
Coeliades_forestan,シロオビケイサツカン,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-hes 1.pdf,56,全アフリカ,,Coeliades属は、ｱﾌﾘｶのアオバセセリ代替属。ｱﾌﾘｶの熱帯の森林に生息。後翅の裏面に白帯があり、止まると目立つのでこう名づけられた普通種。
Gretna_balenge,バレンゲオオセセリ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-hes 2.pdf,70,中央アフリカ西部,,低地の森林に生息し夜明け前や夕暮れに活動。
Ceratrichia_wollastoni,イオウイロセセリ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-hes 2.pdf,32,ケニア西部～カメルーン,,森林に生息。よく似た種が同一地域に数種いる。
Artitropa_comus,ユウグレセセリ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-hes 2.pdf,54,セネガル～ザイール,,森林に生息し夕暮れに活動。
Leucochitonea_levubu,ジェイムソンセセリ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-hes 2.pdf,48,アフリカ南部の森林地帯,,時期及び地域で色彩が変化する。翅を開いて止まる。
Celaenorrhinus_galenus,オレンジイロヨウセイセセリ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-hes 2.pdf,40,全アフリカ,,アフリカの森林でごく普通。
Zenonia_zeno,アカマダラセセリ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-hes 2.pdf,36,全アフリカ,,全アフリカで普通種。
Lepidochrysops_trimeni,アフリカオオルリ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 1.pdf,50,Rhodesia～Zambia,,この属は中大型のシジミでアフリカとマダガスカル の草地や森林に住む。特にCapeの山に多い。幼虫 は雑食性だが３齢で蟻の巣に入る。
Aphnaeus_orcas,シンリンシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 1.pdf,40,SierraLeone～WesternKenya,,翅裏面に銀帯が点在するアフリカの固有の属。森 林に生息し高所を飛翔。
Spindaesis_mozambica,ウラスジシジミ裏,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 1.pdf,32,TropicalAfrica,,Spindaesis属は、２本の尾状突起、裏面は黄色地に数本の銀線。アフリカに３０種、東南ア ジアに１５種、日本にも一種いる。
Hypolicaena_lebona,ヨウセイシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 1.pdf,24,SierraLeone～WesternUganda,,熱帯に個体数の多いフタオシジミ類。アフリカに１ ９種、東南アジアに約１０種。幼虫は多食性だが中 にはランの花しか食べないものがある。
Deudrix_livia,サバクプレーボーイ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 1.pdf,32,Senegal～Arabia,,インド～オーストラリアの種が中心だがアフリカ にも広がる。♂の表面は前翅に黒縁のあるオレ ンジ赤。♀は黒。林辺に普通。♂は朝夕丘の頂 上に集まる。
Spindaesis_mozambica,ウラスジシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 1.pdf,32,TropicalAfrica,,Spindaesis属は、２本の尾状突起、裏面は黄色地に数本の銀線。アフリカに３０種、東南ア ジアに１５種、日本にも一種いる。
Iolaus_silas,ヤドリギシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 2.pdf,48,TropicalAfrica,ヤドリギ,Iolaus属はアフリカに生息する翅表が青か緑か青混じりの白の美麗種。食草はヤドリギ。
Iolaus_bawkeri,バウカーシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 2.pdf,40,TropicalAfrica,ヤドリギ,Iolaus属はアフリカに生息する翅表が青か緑か青混じりの白の美麗種。食草はヤドリギ。
Iolaus_timon,オナガヤドリギシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 2.pdf,48,Zaire～Uganda,ヤドリギ,Iolaus属はアフリカに生息する翅表が青か緑か青混じりの白の美麗種。食草はヤドリギ。
Iolaus_pallene,サフロンシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 2.pdf,46,Southern・EasterAfrica,ヤドリギ,Iolaus属はアフリカに生息する翅表が青か緑か青混じりの白の美麗種。食草はヤドリギ。
Iolaus_ismenias,シロヤドリギシジミ裏,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 2.pdf,48,SiorraLeone～Nigeria,ヤドリギ,Iolaus属はアフリカに生息する翅表が青か緑か青混じりの白の美麗種。食草はヤドリギ。
Iolaus_ismenias,シロヤドリギシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 2.pdf,48,SiorraLeone～Nigeria,ヤドリギ,Iolaus属はアフリカに生息する翅表が青か緑か青混じりの白の美麗種。食草はヤドリギ。
Mimacaea_darwinia,ダーインニセカバマダラ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 3.pdf,70,ローデシア～ザイール,,本属はやや大きいシジミチョウで各種のホソチョウやマダラチョウにベーツ形の擬態をしている。中央～西アフリカの森林に生息。
Mimacaea_marshalli,マーシャルニセカバマダラ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 3.pdf,50,ローデシア～ザイール,,本属はやや大きいシジミチョウで各種のホソチョウやマダラチョウにベーツ形の擬態をしている。中央～西アフリカの森林に生息。
Mimacaea_krausei,ヘンシンニセカバマダラＡ形,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 3.pdf,55,ローデシア～ザイール,,本属はやや大きいシジミチョウで各種のホソチョウやマダラチョウにベーツ形の擬態をしている。中央～西アフリカの森林に生息。
Mimacaea_krausei,ヘンシンニセカバマダラＤ形,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 3.pdf,60,ローデシア～ザイール,,本属はやや大きいシジミチョウで各種のホソチョウやマダラチョウにベーツ形の擬態をしている。中央～西アフリカの森林に生息。
Alaena_amazoula,キイロズールシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 4.pdf,34,タンザニア～アンゴラ,lichens,喜望峰およびその近くに分布する属で他によく似た種が数種類生息する。翅の表面に真珠色に光る部分がある。
Thestor_basutus,バスト＿カササギシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 4.pdf,40,南アとローデシアの山麓草原,最初羽虱を食し、後蟻と共棲する。,インドオーストラリア区のMiletusやAllotinusと同様、Miletinae亜科に属し、この亜科のすべての属は肉食性。
Lachnocnema_bibulus,アシケシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 4.pdf,35,熱帯アフリカ全土,カイガラムシやアブラムシを食す。,インドオーストラリア区のMiletusやAllotinusと同様、Miletinae亜科に属し、この亜科のすべての属は肉食性。
Poecilmitis_thysbe,オパールシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 4.pdf,38,ケイプタウンの砂地,,喜望峰およびその近くに分布する属で他によく似た種が数種類生息する。翅の表面に真珠色に光る部分がある。
Megalopalpus_metaleucus,オオアシナガシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 4.pdf,48,リビア～ウガンダ,,インドオーストラリア区のMiletusやAllotinusと同様、Miletinae亜科に属し、この亜科のすべての属は肉食性。
Poecilmitis_piloeis,ウチムラサキベニシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 4.pdf,38,ケイプタウンの山地,,喜望峰およびその近くに分布する属で他によく似た種が数種類生息する。翅の表面に真珠色に光る部分がある。
Osiris_methymna,オシリスルリシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 5.pdf,34,全熱帯アフリカの草原,RynchosiaとVignaの花,アフリカに生息する花を食する属。
Castalius_calice,シロカザサギシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 5.pdf,25,南アからケニア,Zizyphus,
Eicochrysops_messapus,ドウイロルリシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 5.pdf,25,エチオピア～喜望峰,Thesium,
Capys_alphaeus,アカオビプロテアシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 5.pdf,46,南アフリカ,プロテアの花の中に潜み、それを食す,
Cupidopsis_cissus,ソウゲンルリシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 5.pdf,35,全熱帯アフリカの湿地草原,EriosemaとVignaの花,
Harpendyreus_aequantorialis,ヤマルリシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ly 5.pdf,28,ケニアとタンザニアの山地草原,Zizyphus,
Charaxes_jasius,キツネフタオ裏,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 1.pdf,105,アフリカ全土,,原則として２つの尾状突起がある。アフリカ大陸で非常な分化を遂げ、東南アジアにも多数の種がある。一種が欧州へ。飛翔は敏 捷だがトラップに飛来。
Charaxes_bohemani,アオフタオチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 1.pdf,87,Kenya～Rhodesia,,
Charaxes_nobilis,コウキフタオ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 1.pdf,105,WesternUganda～IvoryCoast,,
Charaxes_jasius,キツネフタオ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 1.pdf,105,アフリカ全土,,原則として２つの尾状突起がある。アフリカ大陸で非常な分化を遂げ、東南アジアにも多数の種がある。一種が欧州へ。飛翔は敏 捷だがトラップに飛来。
Charaxes_candiope,アオシミャクフタオ裏,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 1.pdf,96,TropicalAfrica,,
Euxanthe_tiberius,クロジョオウ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 1.pdf,95,EasternKenya～EasternTanzania,,後翅が丸く尾状突起がないがフタオチョウの親戚。熱 帯アフリカの森林に分布。
Hypolimnus_dexithea,ハガタムラサキ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 2.pdf,110,Madagascar,,アフリカ区～東南アジアに分布。とくにリュウキュウムラサキは分布が広 く、いたるところで普通種。このマダガスカルのハガタムラサキは大型で 美麗。
Cymothoe_fumana,キンオビグライダー,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 2.pdf,78,Guiana～Congo,,英語でgliders。アフリカの森林地帯の蝶で、南部や東部に少なくマダガスカルにはいない。♂♀の差は大きく、♂は単調だが、♀の装飾紋は込み入っている。
Charaxes_andranodorus,アンドラノドロスフタオ裏,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 2.pdf,124,Madagascar,,原則として２つの尾状突起がある。アフリカ大陸中心に東南アジアに広がる。一 種が欧州へ。飛翔は敏捷だがトラップに飛来。この種は表が暗褐色だが裏が美し い最大のフタオ。
Cymothoe_sangaris,アカグライダー,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 2.pdf,60,SierraLeone～WesternKenya,,英語でgliders。アフリカの森林地帯の蝶で、南部や東部に少なくマダガスカルにはいない。♂♀の差は大きく、♂は単調だが、♀の装飾紋は込み入っている。
Cymothoe_oemilius,アオスジグライダー,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 2.pdf,90,Zaire～Nigeria,,英語でgliders。アフリカの森林地帯の蝶で、南部や東部に少なくマダガスカルにはいない。♂♀の差は大きく、♂は単調だが、♀の装飾紋は込み入っている。
Pseudacraea_boisduvali,ニセホソチョウタテハ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 3.pdf,90,Forest Clearing Throughout Neotropical Africa,Chrysophyllum、Mimusops,熱帯アフリカの森林の開けたところや切れ目にいるホソチョウやマ ダラに擬態した属。
Euphaedra_sarcoptera,キオビボカシタテハ裏,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 3.pdf,80,IvoryCoast～WesternTanzania,,日本語はボカシタテハ属。Euthalia属ときわめて近縁で、palpi（食鬚）が鮮明なオレンジ色をしていることで区別される。西アフリカの森林地帯が分布の中心で色彩の変化に富む。幼虫は Euthalia属のように両背面に並んだ棘のある複数の突起を持つ。
Cynandra_opis,アオビカリタテハ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 3.pdf,50,SierraLeone～Uganda,,♀は地味だが、♂が青光りしたアフリカ森林のタテハ。
Euphaedra_sarcoptera,キオビボカシタテハ,http://biokite.com/worldbutterfly/butterfly_pdf/t_afr/t_afr-ny 3.pdf,80,IvoryCoast～WesternTanzania,,日本語はボカシタテハ属。Euthalia属ときわめて近縁で、palpi（食鬚）が鮮明なオレンジ色をしていることで区別される。西アフリカの森林地帯が分布の中心で色彩の変化に富む。幼虫は Euthalia属のように両背面に並んだ棘のある複数の突起を持つ。
